kind;title;htmlTitle;link;displayLink;snippet;htmlSnippet;formattedUrl;htmlFormattedUrl;pagemap;mime;fileFormat
customsearch#result;Primera Jornada de Tiroides 2025: actualización y diagnóstico ...;Primera <b>Jornada</b> de Tiroides <b>2025</b>: actualización y diagnóstico ...;https://um.edu.ar/noticias/primera-jornada-de-tiroides-2025-actualizacion-y-diagnostico-oportuno/;um.edu.ar;9 oct 2025 ... El encuentro se realizará el viernes 24 de octubre a las 10 h en el Aula Magna de la Universidad de Mendoza. La Facultad de Ciencias Médicas ...;"9 oct 2025 <b>...</b> El encuentro se realizará el viernes 24 de octubre a las 10 h en el Aula Magna de la Universidad de <b>Mendoza</b>. La Facultad de Ciencias Médicas&nbsp;...";https://um.edu.ar/.../primera-jornada-de-tiroides-2025-actualizacion-y-diag...;https://um.edu.ar/.../primera-<b>jornada</b>-de-tiroides-<b>2025</b>-actualizacion-y-diag...;{'metatags': [{'og:image': 'https://um.edu.ar/wp-content/uploads/FCM-1ra-Jornada-de-Tiroides-2025-Web-UM-1.png', 'og:image:width': '835', 'og:type': 'article', 'twitter:card': 'summary_large_image', 'twitter:title': 'Primera Jornada de Tiroides 2025: actualización y diagnóstico oportuno', 'theme-color': '#003366', 'og:site_name': 'Universidad de Mendoza', 'og:title': 'Primera Jornada de Tiroides 2025: actualización y diagnóstico oportuno', 'og:image:height': '455', 'twitter:image:height': '455', 'msapplication-tileimage': 'https://um.edu.ar/wp-content/uploads/cropped-umlogou-270x270.png', 'og:description': 'La Facultad de Ciencias Médicas de la Universidad de Mendoza invita a participar de la Primera Jornada de Tiroides 2025, una actividad académica destinada a sensibilizar y actualizar a profesionales…', 'twitter:image': 'https://um.edu.ar/wp-content/uploads/FCM-1ra-Jornada-de-Tiroides-2025-Web-UM-1.png', 'facebook-domain-verification': 'r87ykn9irsyxrls52eqwt5j9mxwk4v', 'twitter:image:width': '835', 'viewport': 'width=device-width, initial-scale=1, maximum-scale=1.0, user-scalable=no', 'twitter:description': 'La Facultad de Ciencias Médicas de la Universidad de Mendoza invita a participar de la Primera Jornada de Tiroides 2025, una actividad académica destinada a sensibilizar y actualizar a profesionales…', 'og:locale': 'es_ES', 'og:url': 'https://um.edu.ar/noticias/primera-jornada-de-tiroides-2025-actualizacion-y-diagnostico-oportuno/'}]};;
customsearch#result;Jornadas de Investigación 2025 - Universidad de Mendoza;<b>Jornadas</b> de Investigación <b>2025</b> - Universidad de <b>Mendoza</b>;https://um.edu.ar/jornadas-de-investigacion-2025/;um.edu.ar;9 oct 2025 ... Descripción. En el marco del 65° aniversario de nuestra Universidad, es intención de estas Jornadas poner de manifiesto y subrayar el producto ...;"9 oct 2025 <b>...</b> Descripción. En el marco del 65° aniversario de nuestra Universidad, es intención de estas <b>Jornadas</b> poner de manifiesto y subrayar el producto&nbsp;...";https://um.edu.ar/jornadas-de-investigacion-2025/;https://um.edu.ar/<b>jornada</b>s-de-investigacion-<b>2025</b>/;{'imageobject': [{'image': 'https://um.edu.ar/wp-content/uploads/Imagen-Jornadas-2025.png'}], 'metatags': [{'og:image': 'https://um.edu.ar/wp-content/uploads/Imagen-Jornadas-2025.png', 'og:type': 'website', 'twitter:card': 'summary_large_image', 'twitter:title': 'Jornadas de Investigación 2025', 'theme-color': '#003366', 'og:site_name': 'Universidad de Mendoza', 'og:title': 'Jornadas de Investigación 2025', 'msapplication-tileimage': 'https://um.edu.ar/wp-content/uploads/cropped-umlogou-270x270.png', 'og:description': 'En el marco del 65° aniversario de nuestra Universidad, es intención de estas Jornadas poner de manifiesto y subrayar el producto de la función sustancial que cumple la investigación en nuestra…', 'twitter:image': 'https://um.edu.ar/wp-content/uploads/Imagen-Jornadas-2025.png', 'facebook-domain-verification': 'r87ykn9irsyxrls52eqwt5j9mxwk4v', 'viewport': 'width=device-width, initial-scale=1, maximum-scale=1.0, user-scalable=no', 'twitter:description': 'En el marco del 65° aniversario de nuestra Universidad, es intención de estas Jornadas poner de manifiesto y subrayar el producto de la función sustancial que cumple la investigación en nuestra…', 'og:locale': 'es_ES', 'og:url': 'https://um.edu.ar/jornadas-de-investigacion-2025/'}]};;
customsearch#result;Memorándum 182-Dir.Planificación. Segundas Jornadas ...;Memorándum 182-Dir.Planificación. Segundas <b>Jornadas</b> ...;https://www.mendoza.edu.ar/memorandum-182-dir-planificacion-segundas-jornadas-docentes-7mo-grado-mendoza-mejora-aprendiendo-matematica/;www.mendoza.edu.ar;1 oct 2025 ... Segundas Jornadas – docentes 7mo grado – Mendoza mejora aprendiendo Matemática (2025). Descripción. Dirigido a: ○ Dirección de Educación ...;"1 oct 2025 <b>...</b> Segundas <b>Jornadas</b> – docentes 7mo grado – <b>Mendoza</b> mejora aprendiendo Matemática (<b>2025</b>). Descripción. Dirigido a: ○ Dirección de Educación&nbsp;...";https://www.mendoza.edu.ar/memorandum-182-dir-planificacion-segundas...;https://www.<b>mendoza</b>.edu.ar/memorandum-182-dir-planificacion-segundas...;{'metatags': [{'og:image': 'https://www.mendoza.edu.ar/wp-content/uploads/2024/10/normativa-e1755614909181.jpg', 'og:type': 'article', 'viewport': 'width=device-width, initial-scale=1', 'og:title': 'Memorándum 182-Dir.Planificación. Segundas Jornadas – docentes 7mo grado – Mendoza mejora aprendiendo Matemática (2025)', 'og:url': 'https://www.mendoza.edu.ar/memorandum-182-dir-planificacion-segundas-jornadas-docentes-7mo-grado-mendoza-mejora-aprendiendo-matematica/', 'og:description': 'Dirigido a: ● Dirección de Educación Especial ● Dirección de Educación Primaria ● Dirección de Educación Privada', 'dlm-version': '5.1.6'}]};;
customsearch#result;Jornada Académica Internacional de Enoturismo reunirá en ...;<b>Jornada</b> Académica Internacional de Enoturismo reunirá en ...;https://www.uncuyo.edu.ar/vinculacion/jornada-academica-internacional-de-enoturismo-reunira-en-mendoza-a-referentes-globales-del-sector;www.uncuyo.edu.ar;Mendoza, reconocida mundialmente por su identidad vitivinícola y su liderazgo en enoturismo, será sede los días 16, 17 y 18 de noviembre de 2025 de la Jornada ...;"<b>Mendoza</b>, reconocida mundialmente por su identidad vitivinícola y su liderazgo en enoturismo, será sede los días 16, 17 y 18 de noviembre de <b>2025</b> de la <b>Jornada</b>&nbsp;...";https://www.uncuyo.edu.ar/.../jornada-academica-internacional-de-enoturis...;https://www.uncuyo.edu.ar/.../<b>jornada</b>-academica-internacional-de-enoturis...;{'cse_thumbnail': [{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRB4b07IPocsRwLuoCyV3xV0YCtRU52oLa4jJNfiL5eP69AurJLZz7DoCo&s', 'width': '310', 'height': '163'}], 'metatags': [{'msapplication-tilecolor': '#263238', 'og:image': 'https://www.uncuyo.edu.ar/vinculacion/cache/3cb4d86171152f83a9f8214b26a5c8d0_315_600_c.jpg', 'og:type': 'website', 'twitter:card': 'summary_large_image', 'twitter:title': 'Jornada Académica Internacional de Enoturismo reunirá en Mendoza a referentes globales del sector', 'theme-color': '#263238', 'og:site_name': 'Área de Vinculación', 'author': 'Área de Vinculación', 'og:title': 'Jornada Académica Internacional de Enoturismo reunirá en Mendoza a referentes globales del sector', 'msapplication-tileimage': 'https://prueba.uncuyo.edu.ar/modular_4/mstile-144x144.png', 'og:description': 'El evento se desarrollará en el marco del Mes Internacional del Enoturismo, una fecha que visibiliza el vínculo entre la cultura del vino, el territorio y el turismo sostenible a nivel global. Será los días 16, 17 y 18 de noviembre. El programa incluye visitas técnicas a bodegas, una mesa de trabajo estratégica entre instituciones académicas de regiones vitivinícolas, y una jornada institucional con paneles con expertos.', 'twitter:creator': 'Área de Vinculación', 'twitter:image:src': 'https://www.uncuyo.edu.ar/vinculacion/cache/3cb4d86171152f83a9f8214b26a5c8d0_315_600_c.jpg', 'fb:app_id': '220667188060569', 'twitter:site': 'Área de Vinculación', 'viewport': 'width=device-width, initial-scale=1', 'twitter:description': 'El evento se desarrollará en el marco del Mes Internacional del Enoturismo, una fecha que visibiliza el vínculo entre la cultura del vino, ...', 'og:url': 'https://www.uncuyo.edu.ar/vinculacion/jornada-academica-internacional-de-enoturismo-reunira-en-mendoza-a-referentes-globales-del-sector'}], 'cse_image': [{'src': 'https://www.uncuyo.edu.ar/vinculacion/cache/3cb4d86171152f83a9f8214b26a5c8d0_315_600_c.jpg'}]};;
customsearch#result;Jornada Académica - Universidad de Mendoza;<b>Jornada</b> Académica - Universidad de <b>Mendoza</b>;https://um.edu.ar/noticias/jornada-academica-las-elecciones-nacionales-provinciales-y-municipales-2025/;um.edu.ar;9 oct 2025 ... Jornada Académica – Las Elecciones Nacionales, Provinciales y Municipales 2025 ... Capacitación electoral abierta a la comunidad UM: jornada ...;"9 oct 2025 <b>...</b> <b>Jornada</b> Académica – Las Elecciones Nacionales, Provinciales y Municipales <b>2025</b> ... Capacitación electoral abierta a la comunidad UM: <b>jornada</b>&nbsp;...";https://um.edu.ar/.../jornada-academica-las-elecciones-nacionales-provincial...;https://um.edu.ar/.../<b>jornada</b>-academica-las-elecciones-nacionales-provincial...;{'metatags': [{'og:image': 'https://um.edu.ar/wp-content/uploads/Poirt-Jornada-Elecciones-UM-1.jpg', 'og:image:width': '400', 'og:type': 'article', 'twitter:card': 'summary_large_image', 'twitter:title': 'Jornada Académica - Las Elecciones Nacionales, Provinciales y Municipales 2025', 'theme-color': '#003366', 'og:site_name': 'Universidad de Mendoza', 'og:title': 'Jornada Académica - Las Elecciones Nacionales, Provinciales y Municipales 2025', 'og:image:height': '218', 'twitter:image:height': '218', 'msapplication-tileimage': 'https://um.edu.ar/wp-content/uploads/cropped-umlogou-270x270.png', 'og:description': 'Las Cátedras de Derecho Constitucional y la Coordinación de Extensión y Vinculación de la Facultad de Ciencias Jurídicas y Sociales (UM) invitan a la comunidad a la Jornada Académica sobre “Las…', 'twitter:image': 'https://um.edu.ar/wp-content/uploads/Poirt-Jornada-Elecciones-UM-1.jpg', 'facebook-domain-verification': 'r87ykn9irsyxrls52eqwt5j9mxwk4v', 'twitter:image:width': '400', 'viewport': 'width=device-width, initial-scale=1, maximum-scale=1.0, user-scalable=no', 'twitter:description': 'Las Cátedras de Derecho Constitucional y la Coordinación de Extensión y Vinculación de la Facultad de Ciencias Jurídicas y Sociales (UM) invitan a la comunidad a la Jornada Académica sobre “Las…', 'og:locale': 'es_ES', 'og:url': 'https://um.edu.ar/noticias/jornada-academica-las-elecciones-nacionales-provinciales-y-municipales-2025/'}]};;
customsearch#result;6° Jornada de Turismo 2025 – FEM | Federación Económica de ...;6° <b>Jornada</b> de Turismo <b>2025</b> – FEM | Federación Económica de ...;https://femza.org.ar/project/6-jornada-de-turismo-2025/;femza.org.ar;... 2025 SiguienteProyecto siguienteImpulsando la Economía Creativa en Mendoza. DATOS DE CONTACTO. Av. Pedro Molina 471, Mendoza 0261 423-0498. Administración;... <b>2025</b> SiguienteProyecto siguienteImpulsando la Economía Creativa en <b>Mendoza</b>. DATOS DE CONTACTO. Av. Pedro Molina 471, <b>Mendoza</b> 0261 423-0498. Administración;https://femza.org.ar/project/6-jornada-de-turismo-2025/;https://femza.org.ar/project/6-<b>jornada</b>-de-turismo-<b>2025</b>/;{'cse_thumbnail': [{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdj3EfE57M93u7cjlWwizWHAc1DhJidBPzdgRdY78w5hm6jroaLDVE7zE&s', 'width': '201', 'height': '251'}], 'metatags': [{'og:image': 'https://femza.org.ar/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-29-at-08.55.22.jpeg', 'theme-color': '#30698e', 'og:type': 'article', 'og:site_name': 'FEM | Federación Económica de Mendoza', 'viewport': 'width=device-width, initial-scale=1, maximum-scale=1, user-scalable=0', 'og:title': '6° Jornada de Turismo 2025', 'og:url': 'https://femza.org.ar/project/6-jornada-de-turismo-2025/'}], 'cse_image': [{'src': 'https://femza.org.ar/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-29-at-08.55.22.jpeg'}]};;
customsearch#result;La Facultad de Ciencias Médicas avala las Jornadas Regionales ...;La Facultad de Ciencias Médicas avala las <b>Jornadas</b> Regionales ...;https://um.edu.ar/noticias/la-facultad-de-ciencias-medicas-avala-las-jornadas-regionales-cao-cuyo-2025-rebecos/;um.edu.ar;6 oct 2025 ... La Facultad de Ciencias Médicas de la Universidad de Mendoza otorgó su aval académico a las Jornadas Regionales de Oftalmología CAO 2025 + ...;"6 oct 2025 <b>...</b> La Facultad de Ciencias Médicas de la Universidad de <b>Mendoza</b> otorgó su aval académico a las <b>Jornadas</b> Regionales de Oftalmología CAO <b>2025</b> +&nbsp;...";https://um.edu.ar/.../la-facultad-de-ciencias-medicas-avala-las-jornadas-regi...;https://um.edu.ar/.../la-facultad-de-ciencias-medicas-avala-las-<b>jornada</b>s-regi...;{'metatags': [{'og:image': 'https://um.edu.ar/wp-content/uploads/port-oftal-Jornadas.png', 'og:image:width': '400', 'og:type': 'article', 'twitter:card': 'summary_large_image', 'twitter:title': 'La Facultad de Ciencias Médicas avala las Jornadas Regionales CAO Cuyo 2025 + Rebecos', 'theme-color': '#003366', 'og:site_name': 'Universidad de Mendoza', 'og:title': 'La Facultad de Ciencias Médicas avala las Jornadas Regionales CAO Cuyo 2025 + Rebecos', 'og:image:height': '218', 'twitter:image:height': '218', 'msapplication-tileimage': 'https://um.edu.ar/wp-content/uploads/cropped-umlogou-270x270.png', 'og:description': 'La Facultad de Ciencias Médicas de la Universidad de Mendoza otorgó su aval académico a las Jornadas Regionales de Oftalmología CAO 2025 + Rebecos, que se desarrollarán los días jueves 10 y viernes 11…', 'twitter:image': 'https://um.edu.ar/wp-content/uploads/port-oftal-Jornadas.png', 'facebook-domain-verification': 'r87ykn9irsyxrls52eqwt5j9mxwk4v', 'twitter:image:width': '400', 'viewport': 'width=device-width, initial-scale=1, maximum-scale=1.0, user-scalable=no', 'twitter:description': 'La Facultad de Ciencias Médicas de la Universidad de Mendoza otorgó su aval académico a las Jornadas Regionales de Oftalmología CAO 2025 + Rebecos, que se desarrollarán los días jueves 10 y viernes 11…', 'og:locale': 'es_ES', 'og:url': 'https://um.edu.ar/noticias/la-facultad-de-ciencias-medicas-avala-las-jornadas-regionales-cao-cuyo-2025-rebecos/'}]};;
customsearch#result;XVI ... - Consejo Profesional de Ciencias Económicas de Mendoza;XVI ... - Consejo Profesional de Ciencias Económicas de Mendoza;https://cpcemza.org.ar/C1038_xvi-jornada-contadores-municipales-iv-jornada-provinciales-sector-publico;cpcemza.org.ar;XVI Jornada Contadores Municipales - IV Jornada Provinciales Sector Público. 31 de Octubre | 09 a 17 h. 31 de Octubre de 2025. Fecha: 31 de Octubre. Horario: 09 ...;"XVI <b>Jornada</b> Contadores Municipales - IV <b>Jornada</b> Provinciales Sector Público. 31 de Octubre | 09 a 17 h. 31 de Octubre de <b>2025</b>. Fecha: 31 de Octubre. Horario: 09&nbsp;...";https://cpcemza.org.ar/C1038_xvi-jornada-contadores-municipales-iv-jorna...;https://cpcemza.org.ar/C1038_xvi-<b>jornada</b>-contadores-municipales-iv-<b>jorna</b>...;{'cse_thumbnail': [{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSeL0OsG85xUTmfwdvSyPhWu9F96ez0h73JCBZMhmihcH8eMi2KpN2VIGc&s', 'width': '271', 'height': '92'}], 'metatags': [{'og:image': 'http://cpcemza.org.ar/resart/1038_max.jpg?20251030130118', 'og:site_name': 'CPCE Mendoza', 'viewport': 'width=device-width, initial-scale=1', 'og:title': 'XVI Jornada Contadores Municipales - IV Jornada Provinciales Sector Público', 'og:url': 'http://cpcemza.org.ar/C1038_xvi-jornada-contadores-municipales-iv-jornada-provinciales-sector-publico'}], 'cse_image': [{'src': 'https://cpcemza.org.ar/img/logo.png'}]};;
customsearch#result;Memorándum 185-Sub. Planificación. Programa Conciencia ...;Memorándum 185-Sub. Planificación. Programa Conciencia ...;https://www.mendoza.edu.ar/memorandum-185-sub-planificacion-programa-conciencia-ambiental-jornadas-remuneradas-zona-sur-2025/;www.mendoza.edu.ar;8 oct 2025 ... Boletín oficial de Mendoza · Normativa de Argentina · Leyes · Resoluciones ... Programa Conciencia Ambiental – Jornadas Remuneradas Zona Sur 2025 ...;"8 oct 2025 <b>...</b> Boletín oficial de <b>Mendoza</b> &middot; Normativa de Argentina &middot; Leyes &middot; Resoluciones ... Programa Conciencia Ambiental – <b>Jornadas</b> Remuneradas Zona Sur <b>2025</b>&nbsp;...";https://www.mendoza.edu.ar/memorandum-185-sub-planificacion-program...;https://www.<b>mendoza</b>.edu.ar/memorandum-185-sub-planificacion-program...;{'metatags': [{'og:image': 'https://www.mendoza.edu.ar/wp-content/uploads/2024/10/normativa-e1755614909181.jpg', 'og:type': 'article', 'viewport': 'width=device-width, initial-scale=1', 'og:title': 'Memorándum 185-Sub. Planificación. Programa Conciencia Ambiental – Jornadas Remuneradas Zona Sur 2025', 'og:url': 'https://www.mendoza.edu.ar/memorandum-185-sub-planificacion-programa-conciencia-ambiental-jornadas-remuneradas-zona-sur-2025/', 'og:description': 'Dirigido a: ●Dirección de Educación Primaria ●Dirección de Educación Secundaria ●Coordinación de Educación Técnica y Trabajo', 'dlm-version': '5.1.6'}]};;
customsearch#result;Consejo Profesional de Ciencias Económicas de Mendoza ...;Consejo Profesional de Ciencias Económicas de <b>Mendoza</b> ...;https://cpcemza.org.ar/A6149_jornadas-provinciales-un-espacio-de-actualizacion-para-profesionales-del-ambito-publico-y-de-las-ciencias-economicas;cpcemza.org.ar;El próximo viernes 31 de octubre, de 10 a 17 h, se desarrollarán las XVI Jornadas de Contadores Municipales y IV Jornadas Provinciales del Sector Público.;El próximo viernes 31 de octubre, de 10 a 17 h, se desarrollarán las XVI <b>Jornadas</b> de Contadores Municipales y IV <b>Jornadas</b> Provinciales del Sector Público.;https://cpcemza.org.ar/A6149_jornadas-provinciales-un-espacio-de-actualiz...;https://cpcemza.org.ar/A6149_<b>jornada</b>s-provinciales-un-espacio-de-actualiz...;{'cse_thumbnail': [{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQy7V7pNfCdw2oq_ZvvLSOKczvnlMTr5DWvSiYxjcc5TaX9J0ufW5wpTq5M&s', 'width': '318', 'height': '159'}], 'metatags': [{'og:image': 'http://cpcemza.org.ar/resart/6149_max.jpg?20251030140233', 'og:site_name': 'CPCE Mendoza', 'viewport': 'width=device-width, initial-scale=1', 'og:title': 'Jornadas Provinciales, un espacio de actualización para profesionales del ámbito público y de las ciencias económicas', 'og:url': 'http://cpcemza.org.ar/A6149_jornadas-provinciales-un-espacio-de-actualizacion-para-profesionales-del-ambito-publico-y-de-las-ciencias-economicas'}], 'cse_image': [{'src': 'http://cpcemza.org.ar/resart/6149_max.jpg?20251030140233'}]};;
