kind;title;htmlTitle;link;displayLink;snippet;htmlSnippet;formattedUrl;htmlFormattedUrl;pagemap;mime;fileFormat
customsearch#result;Memorándum 188-Sub. Educación. Jornada Remunerada ...;Memorándum 188-Sub. Educación. <b>Jornada</b> Remunerada ...;https://www.mendoza.edu.ar/memorandum-188-sub-educacion-jornada-remunerada-educacion-financiera-2025/;www.mendoza.edu.ar;19 ago 2025 ... Boletín oficial de Mendoza · Normativa de Argentina. Memorándum 188-Sub. Educación. Jornada Remunerada Educación Financiera 2025. Descripción.;"19 ago 2025 <b>...</b> Boletín oficial de <b>Mendoza</b> &middot; Normativa de Argentina. Memorándum 188-Sub. Educación. <b>Jornada</b> Remunerada Educación Financiera <b>2025</b>. Descripción.";https://www.mendoza.edu.ar/memorandum-188-sub-educacion-jornada-re...;https://www.<b>mendoza</b>.edu.ar/memorandum-188-sub-educacion-<b>jornada</b>-re...;{'metatags': [{'og:image': 'https://www.mendoza.edu.ar/wp-content/uploads/2024/10/normativa-e1755614909181.jpg', 'og:type': 'article', 'viewport': 'width=device-width, initial-scale=1', 'og:title': 'Memorándum 188-Sub. Educación. Jornada Remunerada Educación Financiera 2025', 'og:url': 'https://www.mendoza.edu.ar/memorandum-188-sub-educacion-jornada-remunerada-educacion-financiera-2025/', 'og:description': 'Dirección de Educación Secundaria, Coordinación de Educación Técnica y Trabajo, Dirección de Educación Permanente de Jóvenes y Adultos, Dirección de Educación Privada OBJETO: Convocatoria a inscripción de jornada remunerada de desarrollo profesional docente del programa de “ Educación Financiera.”', 'dlm-version': '5.1.6'}]};;
customsearch#result;Memorándum 142-Dir. Planificación. Convocatoria Jornada de ...;Memorándum 142-Dir. Planificación. Convocatoria <b>Jornada</b> de ...;https://www.mendoza.edu.ar/memorandum-142-dir-planificacion-convocatoria-jornada-de-alfabetizacion-avanzada-2025/;www.mendoza.edu.ar;18 ago 2025 ... Boletín oficial de Mendoza · Normativa de Argentina. Memorándum 142-Dir. Planificación. Convocatoria Jornada de Alfabetización Avanzada 2025 ...;"18 ago 2025 <b>...</b> Boletín oficial de <b>Mendoza</b> &middot; Normativa de Argentina. Memorándum 142-Dir. Planificación. Convocatoria <b>Jornada</b> de Alfabetización Avanzada <b>2025</b>&nbsp;...";https://www.mendoza.edu.ar/memorandum-142-dir-planificacion-convocat...;https://www.<b>mendoza</b>.edu.ar/memorandum-142-dir-planificacion-convocat...;{'metatags': [{'og:image': 'https://www.mendoza.edu.ar/wp-content/uploads/2024/10/normativa-e1755614909181.jpg', 'og:type': 'article', 'viewport': 'width=device-width, initial-scale=1', 'og:title': 'Memorándum 142-Dir. Planificación. Convocatoria Jornada de Alfabetización Avanzada 2025', 'og:url': 'https://www.mendoza.edu.ar/memorandum-142-dir-planificacion-convocatoria-jornada-de-alfabetizacion-avanzada-2025/', 'og:description': 'Dirigido a: • Dirección de Educación Primaria • Dirección de Educación Especial • Dirección de Educación Privada', 'dlm-version': '5.1.6'}]};;
customsearch#result;Memorándum 148-Dir. Planificación. Jornadas de desarrollo ...;Memorándum 148-Dir. Planificación. <b>Jornadas</b> de desarrollo ...;https://www.mendoza.edu.ar/memorandum-148-dir-planificacion-jornadas-de-desarrollo-profesional-remuneradas-2025-alfabetiza-mendoza/;www.mendoza.edu.ar;22 ago 2025 ... Planificación. Jornadas de desarrollo profesional remuneradas 2025 Alfabetiza Mendoza. Descripción. Dirigido a: • Dirección de Educación ...;"22 ago 2025 <b>...</b> Planificación. <b>Jornadas</b> de desarrollo profesional remuneradas <b>2025</b> Alfabetiza <b>Mendoza</b>. Descripción. Dirigido a: • Dirección de Educación&nbsp;...";https://www.mendoza.edu.ar/memorandum-148-dir-planificacion-jornadas-...;https://www.<b>mendoza</b>.edu.ar/memorandum-148-dir-planificacion-<b>jornada</b>s-...;{'metatags': [{'og:image': 'https://www.mendoza.edu.ar/wp-content/uploads/2024/10/normativa-e1755614909181.jpg', 'og:type': 'article', 'viewport': 'width=device-width, initial-scale=1', 'og:title': 'Memorándum 148-Dir. Planificación. Jornadas de desarrollo profesional remuneradas 2025 Alfabetiza Mendoza', 'og:url': 'https://www.mendoza.edu.ar/memorandum-148-dir-planificacion-jornadas-de-desarrollo-profesional-remuneradas-2025-alfabetiza-mendoza/', 'og:description': 'Dirigido a: • Dirección de Educación Primaria • Dirección de Educación Secundaria • Dirección de Educación Especial • Dirección de Educación Jóvenes y Adultos • Dirección de Educación Privada Objeto: Informar cronograma de las Jornadas de desarrollo profesional remuneradas 2025 “Alfabetiza Mendoza”, que se desarrollarán en el marco del Programa Provincial de Alfabetización de Jóvenes y Adultos.', 'dlm-version': '5.1.6'}]};;
customsearch#result;Memorándum 138-Dir.Planificación. Inscripción Terceras Jornadas ...;Memorándum 138-Dir.Planificación. Inscripción Terceras <b>Jornadas</b> ...;https://www.mendoza.edu.ar/memorandum-138-dir-planificacion-inscripcion-terceras-jornadas-regionales-remuneradas-mendoza-mejora-aprendiendo-matematica-2025/;www.mendoza.edu.ar;14 ago 2025 ... Memorándum 138-Dir.Planificación. Inscripción Terceras Jornadas Regionales remuneradas-Mendoza Mejora Aprendiendo Matemática 2025 · Descripción.;"14 ago 2025 <b>...</b> Memorándum 138-Dir.Planificación. Inscripción Terceras <b>Jornadas</b> Regionales remuneradas-<b>Mendoza</b> Mejora Aprendiendo Matemática <b>2025</b> &middot; Descripción.";https://www.mendoza.edu.ar/memorandum-138-dir-planificacion-inscripci...;https://www.<b>mendoza</b>.edu.ar/memorandum-138-dir-planificacion-inscripci...;{'metatags': [{'og:image': 'https://www.mendoza.edu.ar/wp-content/uploads/2024/10/normativa-e1755614909181.jpg', 'og:type': 'article', 'viewport': 'width=device-width, initial-scale=1', 'og:title': 'Memorándum 138-Dir.Planificación. Inscripción Terceras Jornadas Regionales remuneradas-Mendoza Mejora Aprendiendo Matemática 2025', 'og:url': 'https://www.mendoza.edu.ar/memorandum-138-dir-planificacion-inscripcion-terceras-jornadas-regionales-remuneradas-mendoza-mejora-aprendiendo-matematica-2025/', 'og:description': 'Dirigido a: Dirección de Educación Primaria Dirección de Educación Especial Dirección de Educación Privada', 'dlm-version': '5.1.6'}]};;
customsearch#result;Memorándum 139-Planificación. Convocatoria a Cuarta Jornadas ...;Memorándum 139-Planificación. Convocatoria a Cuarta <b>Jornadas</b> ...;https://www.mendoza.edu.ar/memorandum-139-planificacion-convocatoria-a-cuarta-jornadas-regionales-remuneradas-mendoza-mejora-aprendiendo-matematica-2025/;www.mendoza.edu.ar;14 ago 2025 ... Normativa · Memorándum 139-Planificación. Convocatoria a Cuarta Jornadas regionales remuneradas- Mendoza Mejora Aprendiendo Matemática (2025) ...;"14 ago 2025 <b>...</b> Normativa &middot; Memorándum 139-Planificación. Convocatoria a Cuarta <b>Jornadas</b> regionales remuneradas- <b>Mendoza</b> Mejora Aprendiendo Matemática (<b>2025</b>)&nbsp;...";https://www.mendoza.edu.ar/memorandum-139-planificacion-convocatoria...;https://www.<b>mendoza</b>.edu.ar/memorandum-139-planificacion-convocatoria...;{'metatags': [{'og:image': 'https://www.mendoza.edu.ar/wp-content/uploads/2024/10/normativa-e1755614909181.jpg', 'og:type': 'article', 'viewport': 'width=device-width, initial-scale=1', 'og:title': 'Memorándum 139-Planificación. Convocatoria a Cuarta Jornadas regionales remuneradas- Mendoza Mejora Aprendiendo Matemática (2025)', 'og:url': 'https://www.mendoza.edu.ar/memorandum-139-planificacion-convocatoria-a-cuarta-jornadas-regionales-remuneradas-mendoza-mejora-aprendiendo-matematica-2025/', 'og:description': 'Descargar Memorándum', 'dlm-version': '5.1.6'}]};;
customsearch#result;Mendoza lanza una jornada para potenciar a mujeres protagonistas ...;<b>Mendoza</b> lanza una <b>jornada</b> para potenciar a mujeres protagonistas ...;https://www.mendoza.gov.ar/prensa/mendoza-lanza-una-jornada-para-potenciar-a-mujeres-protagonistas-del-desarrollo-economico/;www.mendoza.gov.ar;10 DE AGOSTO, 2025. Con clases magistrales, acceso a créditos y formación financiera, el jueves 21 y viernes 22 de agosto se realizará la Jornada de ...;"10 DE AGOSTO, <b>2025</b>. Con clases magistrales, acceso a créditos y formación financiera, el jueves 21 y viernes 22 de agosto se realizará la <b>Jornada</b> de&nbsp;...";https://www.mendoza.gov.ar/.../mendoza-lanza-una-jornada-para-potenciar...;https://www.<b>mendoza</b>.gov.ar/.../<b>mendoza</b>-lanza-una-<b>jornada</b>-para-potenciar...;{'metatags': [{'viewport': 'width=device-width, initial-scale=1.0'}]};;
customsearch#result;"Celebran la Jornada ""Derecho a la Salud y Justicia"" en Mendoza ...";"Celebran la <b>Jornada</b> &quot;Derecho a la Salud y Justicia&quot; en <b>Mendoza</b> ...";https://fcm.uncuyo.edu.ar/celebran-la-jornada-derecho-a-la-salud-y-justicia-en-mendoza;fcm.uncuyo.edu.ar;25 ago 2025 ... El evento cuenta con el auspicio de la FCM UNCuyo y se llevará adelante el miércoles 27 de agosto, de 14 a 17 hs, en modalidades presencial ...;"25 ago 2025 <b>...</b> El evento cuenta con el auspicio de la FCM UNCuyo y se llevará adelante el miércoles 27 de agosto, de 14 a 17 hs, en modalidades presencial&nbsp;...";https://fcm.uncuyo.edu.ar/celebran-la-jornada-derecho-a-la-salud-y-justicia...;https://fcm.uncuyo.edu.ar/celebran-la-<b>jornada</b>-derecho-a-la-salud-y-justicia...;"{'cse_thumbnail': [{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmuNOTrDC3rZvK3PhNOCZ0hcX1GbBRbvR-DpX6a_UWjqbTAPW4jG54Pfw&s', 'width': '310', 'height': '163'}], 'metatags': [{'msapplication-tilecolor': '#263238', 'og:image': 'https://fcm.uncuyo.edu.ar/cache/a3964c757effd7a188c2198290641279_315_600_c.jpg', 'og:type': 'website', 'twitter:card': 'summary_large_image', 'twitter:title': 'Celebran la Jornada ""Derecho a la Salud y Justicia"" en Mendoza', 'theme-color': '#263238', 'og:site_name': 'Facultad de Ciencias Médicas de la UNCUYO', 'author': 'Facultad de Ciencias Médicas de la UNCUYO', 'og:title': 'Celebran la Jornada ""Derecho a la Salud y Justicia"" en Mendoza', 'msapplication-tileimage': 'https://prueba.uncuyo.edu.ar/modular_4/mstile-144x144.png', 'og:description': 'El evento cuenta con el auspicio de la FCM UNCuyo y se llevará adelante el miércoles 27 de agosto, de 14 a 17 hs, en modalidades presencial (salón de actos del Poder Judicial) y virtual. La iniciativa está dirigida tanto a profesionales como a público en general, siendo menester realizar una inscripción online.', 'twitter:creator': 'Facultad de Ciencias Médicas de la UNCUYO', 'twitter:image:src': 'https://fcm.uncuyo.edu.ar/cache/a3964c757effd7a188c2198290641279_315_600_c.jpg', 'fb:app_id': '220667188060569', 'twitter:site': 'Facultad de Ciencias Médicas de la UNCUYO', 'viewport': 'width=device-width, initial-scale=1', 'twitter:description': 'El evento cuenta con el auspicio de la FCM UNCuyo y se llevará adelante el miércoles 27 de agosto, de 14 a 17 hs, en modalidades presencial ...', 'og:url': 'https://fcm.uncuyo.edu.ar/celebran-la-jornada-derecho-a-la-salud-y-justicia-en-mendoza'}], 'cse_image': [{'src': 'https://fcm.uncuyo.edu.ar/cache/a3964c757effd7a188c2198290641279_315_600_c.jpg'}]}";;
customsearch#result;Docentes se capacitarán en Educación Financiera – mendoza.edu.ar;Docentes se capacitarán en Educación Financiera – <b>mendoza</b>.edu.ar;https://www.mendoza.edu.ar/docentes-se-capacitaran-en-educacion-financiera/;www.mendoza.edu.ar;19 ago 2025 ... Se trata de una nueva jornada remunerada de desarrollo profesional docente destinada a profesionales de nivel secundario, tanto de gestión ...;"19 ago 2025 <b>...</b> Se trata de una nueva <b>jornada</b> remunerada de desarrollo profesional docente destinada a profesionales de nivel secundario, tanto de gestión&nbsp;...";https://www.mendoza.edu.ar/docentes-se-capacitaran-en-educacion-financie...;https://www.<b>mendoza</b>.edu.ar/docentes-se-capacitaran-en-educacion-financie...;{'metatags': [{'og:image': 'https://www.mendoza.edu.ar/wp-content/uploads/2025/08/docentes-se-capacitaran-en-educacion-financiera.jpg', 'og:type': 'article', 'viewport': 'width=device-width, initial-scale=1', 'og:title': 'Docentes se capacitarán en Educación Financiera', 'og:url': 'https://www.mendoza.edu.ar/docentes-se-capacitaran-en-educacion-financiera/', 'og:description': 'Se trata de una nueva jornada remunerada de desarrollo profesional docente destinada a profesionales de nivel secundario, tanto de gestión pública como privada. Las inscripciones están abiertas. Con el propósito de promover en los estudiantes el desarrollo de saberes y capacidades para enfrentar situaciones económicas, el gobierno escolar ofrece a los docentes de la provincia […]', 'dlm-version': '5.1.6'}]};;
customsearch#result;Mendoza será sede de las I Jornadas Cuyanas de Costos y Control ...;<b>Mendoza</b> será sede de las I <b>Jornadas</b> Cuyanas de Costos y Control ...;https://um.edu.ar/noticias/mendoza-sera-sede-de-las-i-jornadas-cuyanas-de-costos-y-control-de-gestion/;um.edu.ar;19 ago 2025 ... El 22 y 23 de agosto de 2025, la Facultad de Ciencias de la Salud de la Universidad de Mendoza abrirá sus puertas a profesionales, ...;"19 ago 2025 <b>...</b> El 22 y 23 de agosto de <b>2025</b>, la Facultad de Ciencias de la Salud de la Universidad de <b>Mendoza</b> abrirá sus puertas a profesionales,&nbsp;...";https://um.edu.ar/.../mendoza-sera-sede-de-las-i-jornadas-cuyanas-de-costos...;https://um.edu.ar/.../<b>mendoza</b>-sera-sede-de-las-i-<b>jornada</b>s-cuyanas-de-costos...;{'metatags': [{'og:image': 'https://um.edu.ar/wp-content/uploads/port-Jornadas-Cuyanas.jpg', 'og:image:width': '400', 'og:type': 'article', 'twitter:card': 'summary_large_image', 'twitter:title': 'Mendoza será sede de las I Jornadas Cuyanas de Costos y Control de Gestión', 'theme-color': '#003366', 'og:site_name': 'Universidad de Mendoza', 'og:title': 'Mendoza será sede de las I Jornadas Cuyanas de Costos y Control de Gestión', 'og:image:height': '218', 'twitter:image:height': '218', 'msapplication-tileimage': 'https://um.edu.ar/wp-content/uploads/cropped-umlogou-270x270.png', 'og:description': 'La ciudad de Mendoza se prepara para recibir un evento académico de gran relevancia: las I Jornadas Cuyanas de Costos y Control de Gestión, que se llevarán a cabo los días 22 y 23 de agosto de 2025 en…', 'twitter:image': 'https://um.edu.ar/wp-content/uploads/port-Jornadas-Cuyanas.jpg', 'facebook-domain-verification': 'r87ykn9irsyxrls52eqwt5j9mxwk4v', 'twitter:image:width': '400', 'viewport': 'width=device-width, initial-scale=1, maximum-scale=1.0, user-scalable=no', 'twitter:description': 'La ciudad de Mendoza se prepara para recibir un evento académico de gran relevancia: las I Jornadas Cuyanas de Costos y Control de Gestión, que se llevarán a cabo los días 22 y 23 de agosto de 2025 en…', 'og:locale': 'es_ES', 'og:url': 'https://um.edu.ar/noticias/mendoza-sera-sede-de-las-i-jornadas-cuyanas-de-costos-y-control-de-gestion/'}]};;
customsearch#result;Jornadas Federales de IA Aplicada al Derecho 2025 – Colegio de ...;<b>Jornadas</b> Federales de IA Aplicada al Derecho <b>2025</b> – Colegio de ...;https://colabogmza.com.ar/eventos/jornadas-federales-de-ia-aplicada-al-derecho-2025/;colabogmza.com.ar;Organizan la Comisión de Derecho Informático del Colegio de Abogados y Procuradores de la Primera Circunscripción Judicial de Mendoza y EFEDIA.;Organizan la Comisión de Derecho Informático del Colegio de Abogados y Procuradores de la Primera Circunscripción Judicial de <b>Mendoza</b> y EFEDIA.;https://colabogmza.com.ar/.../jornadas-federales-de-ia-aplicada-al-derecho-...;https://colabogmza.com.ar/.../<b>jornada</b>s-federales-de-ia-aplicada-al-derecho-...;{'cse_thumbnail': [{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0NChftc27SKxyVSoY5bia_ccgWa-Fz8TFYHOy44s6HkCj5-Zs69RvQ7s&s', 'width': '201', 'height': '251'}], 'metatags': [{'viewport': 'width=device-width, initial-scale=1', 'msapplication-tileimage': 'https://colabogmza.com.ar/wp-content/uploads/2023/04/FAV-icon.png'}], 'cse_image': [{'src': 'https://colabogmza.com.ar/wp-content/uploads/2025/07/Jornadas-federales-2025.zip-1-819x1024.png'}]};;
